session,user,stage,start,end,side,filename,moving_hand,held_out_user,held_out_stage,split,generalization,channel00_mean,channel00_std,channel01_mean,channel01_std,channel02_mean,channel02_std,channel03_mean,channel03_std,channel04_mean,channel04_std,channel05_mean,channel05_std,channel06_mean,channel06_std,channel07_mean,channel07_std,channel08_mean,channel08_std,channel09_mean,channel09_std,channel10_mean,channel10_std,channel11_mean,channel11_std,channel12_mean,channel12_std,channel13_mean,channel13_std,channel14_mean,channel14_std,channel15_mean,channel15_std
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,10.984,11.0165,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.7908974,9.358198,0.41609505,5.6758146,0.24191809,4.096321,0.22908029,3.2090783,-0.03535556,4.487386,-0.34185624,5.1909633,-0.18725531,3.9841053,0.17790554,11.214557,0.8911557,15.180101,0.23398595,10.403142,-0.08517345,7.504547,-0.17007743,5.835999,-0.503851,6.362805,-0.7324377,6.1694627,-0.34932727,4.9085894,0.15743026,6.0336123
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,12.034,12.35,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.12263008,61.582325,-0.03785164,134.89586,0.009882436,90.37691,0.015320863,31.61614,0.011842968,15.333708,0.00027972535,15.042545,-0.039941825,13.427608,-0.23141132,19.643047,-0.3844858,29.337345,-0.4527728,37.225185,-0.40431184,75.614235,-0.31069824,84.20142,-0.46167737,77.94785,-0.4836504,90.21924,-0.41124415,63.540527,-0.23534124,35.25766
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,12.5675,12.85,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.13235483,76.179405,0.22124104,172.37387,0.050896388,128.449,-0.020749627,46.674694,-0.03341757,20.986948,-0.02490683,15.793724,0.011172261,12.95751,0.06226224,22.978073,0.075118095,35.535103,0.110336855,45.721416,0.4155714,92.138115,-0.6243865,138.61008,-0.2393479,108.02935,-0.6070478,87.57878,-0.66903305,50.28615,-0.37869093,25.605602
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,13.1175,13.317,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,3.411672,152.2357,7.4964,338.62534,4.9890366,217.81766,1.1890749,80.05783,0.54115343,33.571407,0.37235424,23.017084,0.23261978,19.350126,0.1816505,21.198519,0.032197863,33.309948,0.10273997,59.632114,1.26238,125.15484,1.9802396,158.23709,0.6599912,100.70792,0.50498366,71.019394,0.82635826,43.082745,0.7981091,30.634224
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,13.484,13.8005,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.00089010806,9.499038,0.121662535,9.261433,0.19481114,4.202735,0.025734903,3.2250888,0.0012236513,4.758595,-7.001048e-05,5.7962766,-0.024736376,5.081457,-0.09081275,8.341562,-0.16877384,11.360512,-0.14484142,10.145509,0.33934963,12.947173,0.1825817,10.8618355,-0.016585864,15.484228,-0.26336733,23.1869,-0.11752071,15.039353,0.049671095,11.332648
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,14.334,14.4505,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.9432986,221.10541,-1.3602012,503.03238,-1.0633454,283.48535,-0.23803815,92.440765,0.07506219,39.22354,0.22636151,27.861612,0.38931376,24.27199,0.5381502,36.780193,0.9477321,56.232735,1.673547,77.149055,0.24567121,131.49605,-0.7543574,126.11044,-0.15487146,99.39749,0.5445199,144.84288,0.22897941,105.64411,-0.1962462,53.867085
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,14.5175,14.967,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.101028055,48.122807,-0.17859899,145.5352,-0.18439846,88.855255,-0.0731065,28.955717,-0.039559364,13.250529,-0.025591785,13.2155,-0.0019131025,12.18242,0.09297221,22.862722,0.15736093,34.29176,0.15771174,44.38584,0.25900626,88.81319,0.11464292,87.16932,0.07221895,63.92261,0.06780271,77.67201,0.35335347,52.743614,0.3530384,31.903831
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,15.101,16.0505,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.0012349495,78.45595,0.07444373,156.71959,-0.051148746,97.22023,0.01574645,35.264908,0.021694206,16.446404,0.01814944,13.940283,0.013154669,13.280413,-0.032820385,21.410795,-0.078372434,32.406815,-0.097874954,43.549107,-0.12591206,77.03093,-0.104878515,86.90958,0.007639751,75.87049,0.011297755,78.31073,-0.022121225,53.532867,-0.031148227,34.466114
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,16.201,16.667,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.111467384,96.36128,-0.09758715,201.27988,-0.082837775,131.12613,-0.04639212,46.548717,-0.025384048,29.267153,-0.030164309,19.49996,-0.0424407,14.468033,-0.06706768,20.101397,-0.08631897,30.381863,-0.15072666,40.275898,-0.117215775,73.580284,0.2625028,74.42306,0.36198837,53.822395,0.1748435,57.931038,0.07539884,44.826168,-0.09292832,26.192087
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,16.7175,17.1505,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.114205934,54.171436,0.06553893,137.80507,0.07328595,96.2739,0.075752854,32.077858,0.053943425,16.68314,0.04456208,14.666396,0.08550631,12.596521,0.11987102,21.10559,0.12285542,31.735271,0.06913496,41.606136,0.2559315,81.153465,0.6236802,92.26144,0.52124065,59.88852,0.21995535,62.80292,0.3414419,44.46513,0.29069033,27.592054
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,17.2175,17.4505,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.0118739735,8.717665,0.017085252,5.031828,0.016878879,3.7651196,0.053030506,4.2623453,0.058192983,5.638043,0.059087988,6.375124,0.035608627,5.9545135,0.020706493,11.88025,0.030934632,17.670212,0.07570574,16.361813,0.1806162,26.576315,0.026714558,33.124252,-0.053035785,25.038713,0.015215704,19.55606,0.054638088,12.594458,0.027854513,12.433425
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,17.5175,17.617,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.29812792,10.78829,0.21457005,6.3349795,0.24081887,5.01746,0.20097618,7.200322,0.06477285,16.184801,-0.18996334,12.0069,-0.23634735,6.5302157,0.023224648,11.241341,0.17763156,15.784264,0.024252493,10.568174,-0.16008426,7.547993,-0.25492868,7.689624,-0.27735493,8.361216,-0.32047394,8.226643,-0.30881733,7.213733,-0.71678966,9.909092
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,17.6345,17.8005,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.026185133,118.300896,-0.2397666,249.78288,-0.25005385,118.03677,-0.04379653,43.275757,0.041906834,23.719,0.0046839197,20.768463,0.08611602,18.505152,0.10117605,30.904572,0.17556639,45.30693,0.3136077,62.274868,0.2118385,114.998924,1.3195634,109.16281,2.0065262,97.84197,1.6855628,138.99844,1.1011323,102.02379,0.63935125,59.468227
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,18.0345,18.1005,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.0035181507,8.581569,0.0024545942,5.480542,0.02481756,3.9910653,0.1321441,4.119296,0.2471906,5.3973985,0.23908119,5.9399815,-0.14412189,6.2408566,-0.6543164,12.068121,-1.1292871,14.844233,-1.0448228,12.892655,-0.6016374,11.780245,-0.75693417,11.733841,-0.6561476,13.793304,-0.14710319,16.082537,-0.28976828,12.718293,-0.34629884,14.876679
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,18.1175,18.9675,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.0936578,78.471535,-0.25425285,181.24393,-0.25839323,109.555504,-0.081521444,36.59466,-0.029463833,17.425423,-0.008080784,14.781308,0.0225455,13.488293,0.07700709,22.440609,0.1731626,35.2781,0.19836046,53.73999,0.08873652,102.915855,0.024173059,105.51651,-0.10803735,85.01693,-0.0016742616,96.491776,0.13858688,68.352104,-0.021272596,37.33656
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,19.0345,19.5175,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.33492342,69.32052,-0.70011544,150.51791,-0.42112926,115.69112,-0.15822856,41.775967,-0.10150216,17.078703,-0.087841846,13.405107,-0.09656556,12.291978,-0.05935747,19.642942,-0.07137996,26.628988,-0.019989694,34.645103,-0.021453073,77.918144,-0.42987293,101.27545,-0.33573923,75.125916,-0.25435483,78.55304,-0.2731862,47.953392,-0.13773067,28.93942
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,19.5345,20.2005,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.4219956,65.04734,0.79133016,135.03326,0.25292706,73.33945,0.05399479,28.719826,0.035089847,23.81337,0.009180727,16.041668,-0.012919148,12.00355,-0.015816506,17.845732,0.026119687,27.914125,0.017875448,38.100494,0.16118218,61.250957,0.6806841,80.61638,0.50349873,67.805,0.033855233,84.25707,-0.03530175,60.474163,0.08443116,34.26969
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,21.0845,21.434,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.13378634,70.78487,0.1696596,157.3772,-0.31157288,101.9809,-0.30251467,41.340008,-0.23405129,21.071167,-0.25958613,18.937082,-0.17429346,17.622904,0.06922012,24.418745,0.1607218,33.00801,-0.18291292,53.00795,-0.70202744,106.90852,-0.4889991,93.44007,-0.5991512,87.971146,-0.83028615,109.76889,-0.69306093,77.051834,-0.30656806,43.875454
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,21.6845,22.0175,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.13148102,81.09398,-0.17642748,192.72185,-0.4604035,125.86697,-0.20550133,38.99077,-0.06920296,19.200966,-0.02235068,16.667053,-0.014450354,15.250574,-0.026552828,27.653479,-0.15699379,39.175354,-0.24754049,55.52233,0.044708796,109.87676,0.9230435,107.60473,0.4730638,89.84623,0.14406513,110.15931,0.048912067,69.298935,-0.057103995,43.60878
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,22.518,22.551,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-7.059846,31.685852,-13.400268,62.5032,-6.0635257,33.71497,-1.1931872,13.4828825,-0.089022405,8.545472,0.74437654,9.294532,1.4924948,9.054699,2.7845685,18.462488,3.7835028,24.277727,5.0206666,24.532526,9.150149,28.939528,7.5690904,32.02861,7.7350874,36.72919,7.3817306,37.041176,4.209698,21.755363,0.22201775,9.546777
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,23.135,23.2845,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.4877777,93.345116,-0.3349549,204.52776,-0.43514764,109.37645,-0.2194865,36.525845,-0.09190704,22.080372,-0.035390288,21.961786,-0.08630412,20.695091,-0.2455133,34.621834,-0.4096388,56.035484,-0.5036201,80.272255,-1.2258476,150.94974,-0.88247263,150.79832,0.95217335,127.47301,0.60090256,152.87163,-0.60081166,111.19069,-0.63604397,62.548866
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,23.385,23.9175,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.070439614,55.988644,-0.095292084,123.34762,-0.09412511,86.16441,-0.013424872,32.249504,0.018813115,15.686021,0.016850345,14.354333,-0.0051221517,12.276174,-0.050064605,20.979656,-0.13139723,32.535652,-0.29625386,46.903927,-0.13002233,97.85537,0.92549354,94.34418,0.8657255,61.656013,0.39480302,66.888535,0.13606885,46.42274,0.061741274,28.981285
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,23.935,24.5175,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.0922528,58.82467,0.187795,149.39589,0.1065749,102.3066,0.024111176,30.118753,0.0018493668,15.887335,0.00092215807,14.39979,-0.008970215,11.690039,0.00011666425,18.196972,-0.031934224,25.979658,-0.051433466,32.269943,0.073428445,69.57915,0.27928728,84.91392,0.56321263,62.814365,0.5608551,62.037846,0.22145933,43.790394,0.05997469,26.99557
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,24.535,24.8345,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.060914297,19.34315,0.36270198,38.49588,0.10783812,17.00041,-0.0044635697,10.252291,-0.016648492,18.969702,-0.014506513,15.665087,-0.053409137,9.237112,-0.09125736,20.417763,-0.0970737,32.58435,-0.013648229,27.73434,-0.5198316,32.2569,0.046401758,39.415672,0.7043413,29.334272,0.9808363,31.911566,0.3656544,20.704468,0.013600242,18.972042
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,24.8515,25.0675,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.05769715,10.669186,-0.066827655,6.33367,-0.05166123,5.56183,-0.024437616,10.30082,-0.323793,33.395473,-0.26789352,17.555872,-0.089120485,8.359267,0.06605576,10.683038,0.08449446,14.386788,0.07100703,9.833772,0.04574426,7.669693,0.037989024,7.6019177,-0.06190459,8.312927,-0.062895656,8.4074135,-0.015459678,6.3022137,0.15579492,10.2743
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,25.8015,25.8345,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-4.0811706,90.19454,-10.999023,216.84079,-5.0317025,97.72311,-2.5827453,35.59493,-1.7573531,22.505991,-1.2420324,21.499533,-1.0343852,22.115751,-1.5263425,32.27024,-1.1710669,53.854053,0.584576,70.06973,5.0425997,141.883,0.02574597,150.632,-3.2802246,112.97038,-9.576235,110.354805,-9.402671,86.78667,-1.9244478,42.26368
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,25.8515,26.418,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.005705844,68.55469,0.18463235,155.88678,0.0071943575,74.831375,-0.043060746,29.585358,-0.063260406,38.973637,-0.085248865,25.020899,-0.1321701,16.31402,-0.21076591,23.397669,-0.38408783,35.083744,-0.569471,48.906986,-0.521155,91.836296,-0.77233994,75.31422,-0.62040716,63.409576,-0.5184314,86.83157,-0.4744258,63.242184,-0.34776643,38.207634
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,26.4685,26.9845,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,-0.19227488,73.1338,-0.37161627,174.78456,-0.22475357,122.962746,-0.059704896,39.10343,-0.040842816,27.934666,-0.043941043,19.401867,-0.07354153,15.989481,-0.11806282,24.074474,-0.2635557,36.31864,-0.4514049,59.546116,-0.26158327,119.517044,0.8202618,110.76822,0.36042288,76.67551,0.121155195,67.24933,0.09672187,42.454437,0.03238182,29.568733
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,27.085,27.5845,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right,both,True,False,val,user,0.023647418,9.735343,0.011431652,6.525721,0.0015268412,9.431872,-0.025185427,20.049969,-0.036067218,44.710434,-0.012979828,22.275242,-0.017208464,10.79677,0.04154216,11.294312,0.075565,14.762339,0.018609954,10.921158,-0.020424077,8.519471,-0.014522176,8.77257,-0.044348933,10.014008,-0.04398722,9.996546,-0.04674718,8.131956,-0.08045883,11.225676
